"summonerId","summonerName","leaguePoints","wins","losses","veteran","inactive","freshBlood","hotStreak"
"2m6baB6tSRa1QIAiVbic93Hek-CVMJ03BCl8oWJ3MQTkh_U",Teddy Deft Ruler,32,184,156,0,0,0,0
"2mGOA66KDdnCYz-tfu2sI-Kcj-nxUlGUAmyMqcNFY6PHfds",원가득,320,155,138,0,0,0,0
"2miLKSBt2fpJUhZ8sx1Zbh6a82aL0O_yMI__pNUD6OAXuA",The Most ADC,25,102,96,0,0,1,0
"2MnGYoJzpGzIz4Bk8-Q04r51DF3vDsAJKWp7dg8xIOAP4g",PSHPFB,323,155,140,0,0,0,1
"2mOtDP-YW-VE0GQPQmqcIG-islQR5avOIG6TbYKvPup0NZw",서V2,24,111,109,0,0,1,1
"2MpAaAdYg4XKDvPo_0OhnM-i478_GvMS3J7tDYB4FgWZd_Y",드레이븐원챔3,161,40,27,0,0,0,0
"2MsOvo7Gipf3lnPYAmwR82EJzUmXVFd2twlc0vXTDcr9rdE-oFVTgQuIvg",Raimu,20,91,81,0,0,1,0
"2MYFR67lYKj_Ki1tvL_cmkdDiqEHJVqA3riDOoeh4onK1jw",믐 둔,51,64,62,0,0,1,0
"2n9v-mIW1BpBlXN_Y6sTpvsFYQ7AN78DFEi0KUJvR9hy10E",아이시테,0,37,34,0,0,0,0
"2NAPkRhCiFzCWlMs_C4MKtZsonEig97Yz8ydUtqCj-urdNf5EEdWpsjvXA",DoTmm,75,54,41,0,0,0,0
"2nnfV7oCOspIqMX-m9PrChz2bKEn1zwm-QWKidgxJxD77Q",설치설치설치해,298,115,86,0,0,0,0
"2NZ20YbOPW0vvB--SccXEcw-jdUzZ0sztKQIjzMkxmohNaw",shirche,81,50,35,0,0,0,1
"2oheUvETWgM0-d70-mGQEPzizl9X9I2EjVxFZQPtfdWb74w",누똥구리,1,70,65,0,0,1,0
"2OjyJyuWh-tl5JlS97SzPkFRHAwV_hSBlR_8Ac8s4pLZlplT_MDtTfCjxw",yyyyzzz,119,262,245,1,0,0,0
"2om3YSeDKQI2iFfbW346OWFhaUOfSWrX8Nfqq7qrdZswRRvLJU-QZ_A0Pw",내가 연이다,323,54,30,0,0,1,0
"2oPJQn22R2sv8RRCWPBlrd0mf6HZ7iOBgKHN3ES_W82R3g",어린류,1,154,150,0,0,0,0
"2owOwYYUKFdA6GCC-pyRQt6iPWHOJAwkLh2YFbNmenDP2Ac",뀌여워,216,85,73,0,0,0,0
"2Oy1urvQiTnR7Tr1iIAkS9ha5QcGESLbsBDjJ-Xhe256ezv6w34WVb241Q",승리 소환,92,222,218,0,0,1,1
"2p5latjA2hGRG00BxAnrz4l1MMy3vLs_WqMngj5eu-9GGvE",불 방화범,0,151,92,0,0,1,0
"2p8GmRTTvi8mzPXyURSSUZJs90rkjTurfBH5qX1DDIdvfd4",신재욱,357,181,159,0,0,0,0
"2pdGsPCPCgAVdZ1RGRqiqX3ajWB2F9wufc2SBJih0Bfnn2Il5yZg7hJ5Ag",대충살려고열심히삼,169,76,43,0,0,0,0
"2pe6CHX49lzJIcptNW74mct8PBgpsT-_YtSJUJ74tcoOedQ",쨔오카오,1,152,126,0,0,1,0
"2Podo1D_fSQzUYJQOwKY1AVA9JGIN5ss97my2jm4Rqk-gPs",따뜻한쿠키,30,117,109,0,0,0,0
"2poG_tkIQD8BPBgdqr3-2z5aW-P0HMuTDtqBN101ucrzHDo",여챔프,282,183,175,0,0,0,0
"2Q51lFaHcdsZo1ssnQKtMM4IiFgZZPZ4-P4AUgKQ4Jeo4W4",eBy,1,153,138,0,0,1,0
"2r3T6ao8NYIV-G0YvW3xaQSFbiWEus4JsefzvcVdE2BJL6Dt",우주 괴물쥐,216,176,147,0,0,0,1
"2RHcc45S2eFVcYQQCVNmgaWZ48mVfBs1WLmvEDaW6EEO69M","50014",46,44,35,0,0,0,0
"2rIu_EgVHy9NW9dLHf6fgeGcWUmZZoq7UPRYax14OGIcmC8",Rukalun,188,194,159,0,0,0,0
"2rTKUI_IcPy4vv3_jY0q9uymsCvAgVnn97dUUjCYs-4LLJsGCg1WgREXZQ",유기하면대충해요,24,64,46,0,0,0,0
"2SnGrX0yYcm5XwybXiq-MT3ly8vbQwGw_gsWxzW1sZTPpdaDrunIf8t4KQ",FA Pado,145,275,264,0,0,0,0
"2SoAvsWYBnGj89cPVBPZ11TYw0-mSxo3Au1o0QXG0PsmIagjfXnCMkejlA","12 06 2020",354,118,105,0,0,0,1
"2tlsGBEPoattu_QRDAHH8XkW0flTv9MrKHjh5dN1qxJrJwX6i9kmvmrN3Q",작은바지,27,60,58,0,0,0,0
"2tR4eicpLSBgtopgi8Frqmix0CgFDC_gFYBp3aKq3Y7DM8bJ_iIh7tgLug",파리바게트초코빵,46,57,39,0,0,0,0
"2ty03AveQeVl6SP4XXSOCp6kG7ACkffMtU3S6wl1y4l_dcU",이 V,429,93,71,0,0,0,0
"2u5OyUO1uhfuSijUWbMzCksFt-SXaxushfjeS3VYfvBjoQ",가지소년,110,64,52,0,0,0,0
"2vC6DWxH6iMMAPOVI0JTg_a4Is7x90xIpSJYc3AfZfiG1I972tnL2nkzrQ",qqxd,77,65,37,0,0,0,0
"2VkmA3JcLz5MZzEXZ5k6joMeW-ec_fT-QxF7Y9AYBoVePbzB",like a shadow,98,215,198,0,0,1,0
"2VnGgbvPfW5633aQTbEN8rHNncXdDx2Wavye1I_3vKBGndVkbY2L2wRPZw",everyting was ok,60,30,21,0,0,0,0
"2Vvw6HvV0bTyKm3CiFIVHBoCuCZlQSyOly7DSfJgi7ZflPkLjL2bn3QI1g",HKUNGO,3,45,43,0,0,0,0
"2WjUvEAz4T4t19dVqmivcNF2rRaaEmOCL5dTkf4B6_5Vsu8FEIm-YlFTPA",주 절,0,164,142,0,0,1,0
"2WrNcTBZeyt73gqI876U6Dg5KUs_lQt41yFYS4D5jTGcUQOg0Wudzv73tw",Herman315,222,65,46,0,0,0,0
"2WyKIOsgF6TXbZhDJZ0D3b5DZxN2E4TwlipOk1EdHRVSyqo",Akshan Top,24,87,81,0,0,0,0
"2xSx-lxH_399RtYd_CvK-hFF4Vex8WuABecMS89VCU2i4lU",민채히,320,238,221,0,0,0,0
"2XTLeWRzMTFjatAv2-VV-My_qV5i9dhzGJvMkbMRGZZJR8M",Docy,1,415,415,0,0,1,1
"2YJdCCn6sW9En_xnrz4GYleG_MdBEZYpQKQA-Bg2DVpxkrc",APPOLLONIA,75,263,234,0,0,0,0
"2Yq2l2Vh8_2Bmw8tgVfqL2yqFERjA8kG-y8otgKLF0h_mg",determinist,53,101,89,0,0,0,0
"2z69VTIK9cobGzsM-vlpw2NtaSYWL_1i5xLWpgpd1opbNzkf5eeGtGAIFA",IIII REDA IIII,69,111,93,0,0,0,0
"2zk7EyRRcGeu0HG2oo-9Ab4wEBGkOUUxe1RnV1qTBiGM8tY",그땐 그저 좋았다,370,82,72,0,0,0,0
"2zl87PeFpwA7dF5dAkSZ9_hcTSBAR27hfQy_Vg99we31Kw",초보강아지,419,201,191,0,0,0,1
"2ZV1YZd2tVKk_H7QOCziCWeMjBsXKTobDa8dELzL8gcx9FXx4UKnYA6aqw",love 77,320,390,364,1,0,0,0
"3__xRFNFFn80b0puSawAx-MHv9fwqOK7FLqTbglk4d4-Ew",다이아는벌레소굴,242,109,94,0,0,0,0
"3_65EcZ-4TL4N4UsMDXECSrGJSJAqsoedrNneJuH-BWavcA",정민화,45,158,159,0,0,1,1
"3_L-CwZoUWM4LueVlHSAy0hdL3y-177tFmRmmkjv-K5v2LE",병 굴 fan,217,72,58,0,0,0,0
"3_nv-AL2HcWbuLF5qigUSWtNLmPsi5ZiaszQ6MxpIN1g2Y1mjF5LhefzJg",가질 수 없다면 부숴버리겠어,0,127,98,0,0,0,0
"3_UC_KbaNMJi0DAzwD-ZAX28xuSefoYr9OdPrHFIa3ifq5M",세 번째 조건,116,265,226,0,0,0,1
"3-tDbh0jzvs4vPtVSgHr7b6S4ji1JsWOtfjHEGM4qqu2aQ",NinetyThree,0,88,63,0,0,0,0
"3-try3VnSRno07H4NQ1PKjKdKwUBmutEVPJha_L5h4KykE8",용찌빵,347,38,13,0,0,0,0
"30XAiLrVNSWXlCyP1qktWi21Xf9batBKuViDws_F5IXjmNv8GsLS5iQXXg",갱주찬,435,463,444,0,0,1,0
"31-TQg5TBzwVsjdWu3cMzZlJwsmdCkkqyUifwhVYJSnnkSU",다미다미야미야미,180,165,137,0,0,0,0
"314Qq7csv1AHmVoPUT6-GX-NZsR8tKTrz7wq_wDjFLl_24KfUC_Jo11bag",아니궁안눌렀다고,124,95,75,0,0,1,0
"31a1dJe2TKHrBfOOZxuMN6E1RvqN18db87i0OsXX6hlYwuA",렝지컬,197,374,361,1,0,0,0
"31YZw4a5u0IKF9hmIQo4Nw4YwWOr4FoNXwiX_Ghd0GoZzl4",핸젤과 그라탕,22,106,76,0,0,0,0
"32NT963Mn8Ml0cuTxiwVk3j8u1lZuTWyPDVVq6SqOtv5uF8",무자비한장성현,58,148,111,0,0,1,0
"33_1Rxa5rPJkMkSavaxHeIivCl75UPG9MXFILewJ71FC-aI",leems,0,151,128,0,0,0,0
"335OSBrAiZvaEQ7nzCSigW3xixuRFj5kfQcMdKuM9keHT20",대단한낚싯대,218,174,153,1,0,0,0
"33hxIoEYaqPlnXFoX5lSOpCGpGw8SfzO-JF0_VU39DFTKhbNDtW3CgeTdg",UNBALANCED LOVE,33,86,80,0,0,1,0
"34jCtL52NfvYTCH4_HPL3VjMl4d5erQtCz-0hLfS2TwP2jU",릭사이,157,62,48,0,0,0,0
"34LTZZa-7LqJRkFBZEuNqpECtSJ_W16Gos8nvO_UUhu_XbSXHzJ-VcOAmg",Lose Reason,90,175,153,0,0,0,0
"35h1by0soLH0ESGmZvMZIZ6hH_QOyu-J_oqJDd5zygGCbF0",죠 키 Fan,3,92,83,0,0,0,0
"36otacwoj-Xy-kZ0V5yjZc4TgIdKSHXWZlSLqsTW9N3rAUI8vb_dtLOpXQ",C for each,20,211,195,0,0,0,0
"37cZ1CKtgXMbxD8vFShwVdc6_NtUS0mGHCRDgY4M8BBo1_IVBrZ1TmWOiA",e편한세상송도,253,281,271,1,0,0,1
"37ijZ7AHM3ShpDmdpwLNqMkGu6jf5pDfQMbEFcfCm_R3xk8",키아나주십쇼,1,31,23,0,0,1,1
"37rD9yey2bSrXhkioV9K5ymaJ9NaAst6g_71zNLme2_Q9w",쿠키런홍보대사,0,65,62,0,0,0,0
"37xh80HMNR16AOmSyD-MnzpkZ8KkeJg4dTMil12fGpuSFnJPu6mMfMI0tw",후알파,4,145,124,0,0,0,0
"380Gpr4CBN-J3rMFmZxjEbjlvqE2Q4rRE1gxkVdjWAVeeQ",포포폭,105,51,33,0,0,0,0
"38iOb4h-VO6ZS17q6fpDc2dd4yH3d2CP9D9ijPZepiIbFg",와드해서갱대비좀,23,548,492,0,0,1,1
"38tppKI6A4cSz56XOe8zCm2QyKSTWCZzT7DqPkSUo8utENUx1Um4FWYJPw",니글니글지렁이,22,150,103,0,0,0,1
"3Ajl0jbxWFQ_mjPIcIfsw1IJM1rCxqAZaGHN3IV3x2_oHjinwCX0Tcd5fw",SUPKlNG,1,162,142,0,0,1,1
"3AmcLorjr_yFuYMAA26kRRtcf0QfNwJzZBVCYsZlQelAPq4",전령메타아니라고,64,142,146,0,0,1,0
"3BDRCU9d-c_7UYSKrUqRRMEiwN79EJXMXyRDPlRfQNhADSUuZCbjg3hrHg",평 캔,22,77,61,0,0,1,0
"3bI-qyPBT1SgOl5niW4B5CxNF6oMnQ8ZTTqnY367p5KxQRQ",무책임한핑좀그만,1,48,47,0,0,1,0
"3C-0oYzoavJSoXMsgUp_0-Vd0uEwcaI0VE6whPip05wrQg",내앞에서무빙해봐,177,187,153,0,0,0,0
"3CAtSLZ1OziO6xijJ6BclCaRpJrELLSR4MaN4kn3WSxL4rU",형믿어,0,142,131,0,0,0,0
"3cfdYnAfay4GT0FN9TbMSiw5fl_w9iwj-nOOxa5kKzcHoeGpBYaMP1-_jw",S13 Uzi,272,157,130,1,0,0,1
"3cgb4_QBHy6V_8Ik0sIJKkNOOySmUSz_a3anSmrXyX8B9qT7Up7sMm08Ag",극복해낸다,100,142,120,0,0,0,0
"3cItfLJk_gSe6DdtBLN40prt6DZjXZw9FuiTwMQORD2qIg",세민박,21,153,133,0,0,1,0
"3cjzOvG8ioAdQwoRVunMz8VbPc59MDbNEq9EzQ1v1D0TXpU",김성량06,54,388,350,0,0,0,0
"3cPfKPkmP0mnL0jeBzzleA251B4QvLKNVaW2FeqGvOaQaP4",띠 라 노,1,166,151,0,0,1,0
"3D1OAdae94tVaERIMAJgR86sZiISFa95yhlasDiJN4nYGDY",원딜 교수님,1,136,112,0,0,1,0
"3dFAVNXfZZWy0bxanx2FkmQAHMR1rR4bQJ6XVInmpLZCjdA",정글은캐리가안돼,104,122,86,0,0,0,0
"3DLiFHXEnTSmVK1sLcZZFXtR4wqG6YerttsCMdAAxJjhRV8",코드명4869,1,73,54,0,0,1,1
"3Dq9PMBUSNAp5wMoobt1NqlflbC6xoy13YBYD-fYv_UPCMA",그이의 손을 잡고,63,96,85,0,0,0,0
"3e_wF90O6gxvvTY_pJb043-9F2tultEpW_KaWj8uQ-VGWizkU6bZJQleQw",자래토,323,346,319,0,0,0,0
"3e-9LRV4WJODbGjRL364dxPRPc4bTgJDn3cVSsNj40Fg_zg",김혜수,0,112,102,0,0,0,0
"3e6hUCdyt9_GKrbf1ksltdrByipxgR5h7y-fY0q-9MT1mA",See Uu,23,256,253,0,0,1,0
"3F23hlOEORTX2URyFh2MgQ3zJqAfwxiFdHEcq5SupFr0ve4",김이삭임다,80,86,58,0,0,0,0
"3f7M24Y1c3EyWPZWZNzfkC7cVA_F_XS7lpAX-zs6CV3fk_I",벌레성님,48,161,158,0,0,1,1
"3FFfABxAWtZvANZC9eEslN4oXk5cHmchl0yZCV9IrmWm4KtC",스티치 코막기,126,139,111,0,0,0,0
"3fFhSB04yqG61sX9cVn1iGp9FW1hIcUEZQFi2JhPCq737xY5HefP6J_mBg",AII i got,0,65,59,0,0,1,0
"3FLMjfsrvA6a1ndEmhPjtWaIMBUMHf3N26HyOS2OlrbSQloNRQh3wxIZrA",개과천선송준규,53,159,154,0,0,0,0
"3Ftq4NVmKn0YKLZoBUKGE35KOzmI30A1KNsBRrRoJTqjTAg",S2이나,67,126,109,0,0,0,0
"3g0u7_SoX-wT50JvH68gTV4FUCytQMA6GP8A2siF5YaIq6U",먼저싼다긴장해라,33,309,301,1,0,0,0
"3gGXi_FEyloBWclOFA3dHIGV3J6Z6xm4i6V2iOVRHo01Jfc",너무 못하네,153,61,45,0,0,0,0
"3gJgATjBAdGaNCfRP1pYwZMcQkBt7XlftKz0zyjPxfPPc5QYdbK8kzBn5Q",이기주의 정글러,58,193,180,0,0,0,0
"3GLkvsKK6dNWpcSHn6f2eW0FA2q6fhdN43qEIfFtQ1cBng",랑 아,14,154,130,0,0,0,0
"3GOt1FV_6G_tG9BIsvkr8ONM_YgtkF1wWw76EO_iEHtxA9k",zzz77,111,51,30,0,0,0,1
"3GRHT5oLFARaVwsqlnjqnAUiUBKUHShyBkB1CApFEbTcihw",니머리에내가살아,1,185,176,0,0,1,0
"3h53EsZCRzMT0QfQo5yitT_-YszW6-92Y3vEHPzbKumRkQs",화명고,0,237,236,0,0,0,0
"3hBfCrFHjQXqvRJ55pblj7Mf1eSWqNMt0ECAD_p2ypobq-n2",again GM1,40,75,44,0,0,0,0
"3hhcrbdRMsKzNjBHAa6lUhTLROCrkGQbZMaha87I4vA9XbW4",댕댕아 좋아해,238,209,116,0,0,0,0
"3HhgEVB7KXmfbBYitC9rNm-fB6DWkDJfSYv1tfR1m6EWft4",랜겜만 뛰자,1,50,42,0,0,0,1
"3hl98STjnRJInqRaxx0GHoVBYhMCEhvhEGEU200RPUGPKA",윤 메,1,387,387,0,0,1,0
"3hoKP7qmJ5WeQqs_SrTHJvZ24aUB9puA9qOHDnwdJCavyaE",각도기그라가스,1,196,188,0,0,1,0
"3hTuWTKQBrWF2LWQWCnlGLx_rMy3TaNHhzk0KIDNr2zkcH0",배종호,267,261,242,1,0,0,1
"3hyqHcPU33KYu81Lk92avr0zHUpo47Bjw9UbMJ4rc8wb2DsfOmAkTquAhg",인간실격1,0,30,24,0,0,0,0
"3ikVVnZfaVD129Ut2OI_rYo_ygUmZhEgWKueUJqScK8au_E",장례희망 세계수,1,95,71,0,0,1,1
"3J4pOr5ALHrkD7BOeD33ALnGmyyY2A0X8zRh0BdYgsJgTBw",브실골들의친구,94,68,56,0,0,1,1
"3jl9RJ3CJZ1iRb8v_yxPHomV4LqhQLkbaBZpnxEvknE7Uw",I Quit,151,118,102,0,0,0,0
"3Kda9klwYi3PyB392IZ1mhRh77A7mYmC-xtBFd3Yl_kdfv4rdO_K1elqCQ",악동고양이,91,86,66,0,0,0,0
"3Kic8br7NNVfN100j1i6PO648kHYbvx5w5WrXH0JUqwHkDU",The JDG,41,298,273,0,0,1,0
"3KqEEvnM-XJ0Ea9Z-eubdwOyh8rWqEBZpmKuOcUekIWOb-I",gmoa,468,79,52,0,0,0,0
"3kuMS7CHj4azRy891uage3xuS-lBXAxJejwgO4Vlflp9wSRlWKgStwnUDg",MxhZz,151,139,104,1,0,0,0
"3KUngTDdGBM2JmaBhqINoxlV-FUsitwS8KqIQPIT8eQsAg",롤악귀원딜,0,96,90,0,0,0,0
"3KwekHvcUw_J2EJ806ML_VUt-mmJ-9GoxFkpGgH4I8g6Qw",TOT Maile1,464,142,121,0,0,1,1
"3leA-QgkFeKJcOuDHbgZfqoZFx4SPJU2EAJzKLoy9uY_PvkU6PIF4ZxD6g",팀원을믿는자,0,170,155,0,0,1,0
"3LeXUOVh77oH13AtP2HrCLezdDJ5lsGpNf5yv6Y9icjP71VG4SFRw_YudA",당신이 따뜻하다,327,93,45,0,0,0,0
"3LLRbhDNes3k3iekgMx9izJNK6qg0x5KRNUtvBJZwfz90ho_ahG11x2gvw",CGV 스낵코너,43,295,255,0,0,1,0
"3LmS6lSKVl4mwLPsU8UQRPwvG8aauNMF-bTqDUsTVQF5jaQ",이현호입니다,26,40,29,0,0,0,0
"3mE2X4kvmedbaZjsiUHUAQTTT237RwBsqfBwVUl3T6_k3T4",카시버프좀요,89,103,100,0,0,0,0
"3MEtMJbY2OaE0U24Y0tBfJxdz-LzZI8rc7cxrFV1H4cZpdciT2JtMbdfxw",쿠지로,45,25,20,0,0,1,0
"3mRcsoi-wtYqnsp4pc2VtpsNGN8nvAkjFp7YVH8NzoO9DBqh",멋진원딜러,1,141,125,0,0,1,0
"3msg0agVV_SZDHD9SI8NMaQxrbR5I8Hx7wJoZzisyzPR4zrBcoIcTCunhQ",부족함을아는것이부족함을채우기에,1,140,143,0,0,1,0
"3myIycAgCa1LKdGI0aUv1-KCqTV0yP7hAoPrxS5OIRbDAg",꿀지헌,48,138,128,0,0,1,0
"3N4keh7AH3n8coCTlGMs5Ev1_h8rc3ELDWE7jdmngpcuIqg",엄청난소시지,23,358,351,0,0,1,0
"3N4reeJfYSDeD4EBYO5uzbwDS3KhACCt5PDUMTw9U8PTzECdsrQHy6LdaA",kele4,143,68,41,0,0,0,0
"3nc4RpjXyyWYxoT0fNZ0OmTQ0N3KGOBi9ryBfbu5SdgFVw",칼빵 칼 빵,103,389,367,0,0,0,0
"3NESu8wb52TI8XCoOJEz9l2VWnVkXA4ZxAidq-y342MonWUuybi5JOSniA",Lethargic,235,132,103,0,0,0,1
"3NmoVpuq4dABKL9_eGeesXPsUSGnd4_OytL11b7ZV0yL3ck",달이 질 때까지,171,164,155,0,0,0,0
"3NPPCnZFv9gIpjadTW2tQ4XIX_aur9PHEJqSsmzUKqBFePk",아이노 타메니,132,95,69,0,0,0,0
"3NWPdnuE0alYOIKgm0-6Sg9glqw_dZQsAouIUxYqcuwxsucXMWfbrvAGBA",툴 립,13,180,176,0,0,1,0
"3NykYS9FOO5rN54rzsi0zWS2e3c_JyLr462v97reaETdLAY",쵸팡이,47,122,112,0,0,0,0
"3OjrEgIsVjxJ3yeRsfk9WY2qQ93z3KHjH69wo2_yROJhryU",쥐죽은듯고요하게,0,235,184,0,0,1,0
"3olrAcIT6i-NBeeWvzL95RHr3CnpEEkMveYjN3m1JbNrgAs",unhappyspoon,133,253,235,0,0,0,0
"3oq1Wvww2NMDtE0JgaDKyLcH5RvSndbeo3AFdhSJT4_n5g",제코킥,82,230,220,0,0,1,0
"3OxqZWcDfdP8TSNFxeiBAWW7_bo1blOYk0t92eHC2fa9TyI",우팡리,1,381,325,0,0,1,1
"3Pc7CxF-AhqqP8dnKXcfs2XoD0NKn6pyCsp4FcNuGtbljjk",굼뱅이의복수단,57,99,67,0,0,1,0
"3Pq0ZemU6w5xrqwyrIs5jLUaGUs3tymf_nSp8Ri5VGhdIzs",mumury,90,73,59,0,0,0,0
"3pVVEPI5wOBreLXJfDHypC0yjMqNwK00u-ILkWsMnG12cw",쫀득쫀득 쫀드기,0,245,218,0,0,0,0
"3q1KqX3yOutxiv0Rut3i3EXiOMai_v4VFI2Lhz4VdZF8lw",팔뚝킹,174,208,183,0,0,0,0
"3Q4pURL7RDMo64WPPBAtBu9AkC71qqw1HBgkdY1kyz189w",몽둥이 잭스,1,173,169,0,0,0,1
"3QbfD0wjENkHZeahLaw_xxWQD_3aoNf_1U1RJDWNKuP_src",이변은 없었다,0,336,316,1,0,0,0
"3qEdFJGjzMVEX_IDx84Lhvwoddg_2yAZ8emGW4wnYVIWIQ",수원역 피갈퀴손,1,65,47,0,0,1,1
"3QnVImWgwSlJ3EB37OTEHDMQrDC2TgjUssX9cheZpKn_EQ",Gen G TalRuler,188,51,35,0,0,0,0
"3QSjVmwnq7fA-SjQnFlUgik3xAsmTCeyjlTBn9oetKUrfA",fove,0,103,103,0,0,0,0
"3qWP-Lya_qmQAJ_A94YvoU6TqRGJjQVKvSHjVUft1ms0f0c",권욱찬,96,51,44,0,0,0,0
"3rkDYpSwMOyw5W7j2nN4p19TnWKLlk-SrArsFDYz3h85XvI",Shieldus,61,119,85,0,0,0,0
"3rxcukP5OKiVcRMFGde4rh5a6My4vEp96Z8ATfE0hEJGmfY",크림색,1,73,65,0,0,1,1
"3sgQ7moIImGOOwuP7Mo_PxZvm2I4UEKLZQU-kEqVtoM83Q",피카츄는 파지직,344,156,125,0,0,0,0
"3SqewzTm9tZmJQ5WN3m0HoFfRbyxZNgZDmP2Y-H95VsVCg",P ke,84,168,158,0,0,0,0
"3TAhwyZZpw6kwqJLhHF_W2eooe5-raDV8Zzeuj44QQCActA",랜턴좀받아,186,122,82,0,0,0,0
"3tbniwX60rqqyNPRHHZZhiArhF4KsB3PO2dG_aF8K0BXULY",can1,236,209,198,1,0,0,0
"3tlANWKtNjU36Kuou_z3XYkMAn19Jju6h35Ufxlh2KQKD74",추락하는기분,85,129,123,0,0,0,0
"3Tv2vFjg260NV5f47wc7Y1LMjb8nZTmnlIG-GjlXUB1c-A",냐옹이는 야옹,16,149,132,0,0,0,0
"3u0jqSVc0aY3q-jyPuXrLq6sfVoKZYEkRdDoqdVIqQwoUUGzdwlB2FFX3A",똥 향기,526,60,38,0,0,0,1
"3u4aQxMrT3l-NUvQe8iKuSgIujisJoHELzVJe-EOgtIVfS9rTEE-YcgjeA",LEAVEE,41,121,98,0,0,1,0
"3UjgTfjs1bWcmAhMQw9DKOuiyVYVGDxVj3MxA2es2d8VGQ",흥국턴,57,88,77,0,0,0,0
"3uLdkr0kSb-U0LInFWUJoOtn8uToJk2qpfKJjvedminhe-g",Ying hua,74,40,29,0,0,0,1
"3v80lnt1xEu-H5RTCo7IYDJ16LaLXVPUAJWBBkQsmr7D4e4",아프리카tv써뱅,209,654,638,1,0,0,0
"3vRqx__6pIMGnDhe6OOguS_ctZAL4pWJbDgTyTE18ppPXrQ",워 빌,227,105,85,1,0,0,0
"3VsV-J_K7zAt8L4sYUK68NdFu8Dz3SIWg5YQQQOjWveAb3w",Metaphor1,0,123,112,0,0,1,0
"3wctSqH2N4ao7EFofLr7Lc9_QaH16R3eAsQQRnnhYBdCng",제발좀쳐들어가,258,139,78,0,0,0,1
"3weZSxlLLdP_ESBbqs2kjxGcT3VWKwk3JpU-dMJLWD-4GQ",담비에용,105,118,106,0,0,0,0
"3WG4FMhajHyO43nIbQMWWjx8cmUERckrlr3l6wv3i-DH3K0",Doxx12,211,107,77,0,0,0,1
"3whK7g4UpNqSq-jDmvVfgz0DIPsipo8beq7HUVBDzxK2Gc9t",Think JG,0,400,396,0,0,1,0
"3WsZD7qE6QJWyd5FlThjAwsHBjstUTV3YQ6a4lZ0ewiY3F95uHEAqGBPMw",NISEKOI,91,33,21,0,0,0,0
"3wVCymdHACyocvfGABMOJQ2IvMVjJQ5J3GSg824T9lGxXkS484Pjuvxspw",wo hui nai de,367,354,318,0,0,0,1
"3wYz7bOciAYDXOBFW0JobfWMnRdhhQs-AaJmgrE4zzZ7UgMDOgQuJxWqIQ",a paper house,303,305,287,0,0,0,0
"3XIMlgL83iksmu-L0vZwrpH_RI6QNKxgK-DaVcEhIQ4hqkucUVMah53liw",Omnissiah,53,76,38,0,0,1,0
"3xKtQtCrQRfCW7dlUJhgjCHe3XeN8gHkUAB1kAnGfkt7dzX0nbV7962tnw",씽씽이와기쁨이,251,186,174,1,0,0,0
"3XLrBEvadx8p3TnrWTfmojT1Vs1KlDwmQuVI7aFRrJ35C5VlU10-hB6olQ",제라스KING,379,97,52,0,0,0,0
"3xLyEgGZVr5zgp2BXuVP2XkpzwFoXiQkfkW9sW_r1YIm0xU",도구니까이해해줘,109,126,118,0,0,0,0
"3Xop5IMPdfHKzsw_pb1YUO1xJKn0n-m8kBQCAFr6SC8x3ao",Each other,117,44,26,0,0,1,1
"3y-3PD2uLCHlePFi9GUfMwlVyFBjMlCCmyBwmvUlWYySnSnrdlJKgYoqbg",보로보로,194,94,57,0,0,1,0
"3y55NmHXHG-f9dHFP3PyJuiIT3un6VyOeQMZGfWv3kpBjBfjsI5bA4vmgw",카운터맞으면져요,22,222,190,0,0,1,0
"3y8rL3nUiipeFXQgkqsO0AbKHSSONkCoHcbHCMAKgWojCXor8iyPTI2Zzg",Playlist0,277,122,109,1,0,0,0
"3yjZdZKcdBkKFKzpZlyTCcMTi2M4_vStSxHhQTj2tMpsRA",Duckpago,0,119,100,0,0,1,0
"3yTXHByUklQ9UNytb9xHIotRMbhPsnWhC1T4J1pnL1hh4XveZGHsxFuCnw",rengking,579,84,44,0,0,0,1
"3ZAUa_TS6M1qU42uLVi4j2ojDIXuq3PmKuxYaJ3Rg17deXlc",귀살대 수주,1,90,75,0,0,0,0
"3ZLxqx2bGqvx3QIX-Z5NLblaFU7AB48amN7Zm8Cy0ZlRPbg","24 이십사",215,565,557,1,0,0,0
"3ZNwhx50A4t4-heOkRhy4175PC_hfEcSQ0XM9R7grL3XZqklOYyDmVlkVg",trats hserf,126,146,139,0,0,0,0
"4_yCKOm3C0t9qYQlZQP6cR-CZr9e0fRpH2rZXPxCgd6scpU",다 냐,113,83,34,0,0,0,1
"4-_pSpUDBv439-6C-up82R3CgZ-2qBqoUC0NE_59DskeGgs",탁지지,156,96,73,0,0,0,0
"4-2R9AKu-cc_5SK_eBK0P5vfBqZcT8G-dfsXKUAimF2MNx6A",GO환희,366,281,258,0,0,1,1
"4-kehHgIL_hZHXwnxJjnS9cULiVoWne5sF0yJgH8P9rtsBqq4M4uvAmoKQ",Hagemanto,284,367,328,1,0,0,0
"405YF5OIn0cRPGQpaxQFZw7Jgjq0QSeBMl6GXDX2ZzVHdo0",바위 게 의 습격,74,136,97,0,0,0,1
