"summonerId","summonerName","leaguePoints","wins","losses","veteran","inactive","freshBlood","hotStreak"
crtTGVwoo35fw4Zu3N9CILWRunlAewKQh8ArG_kxgLkUlz8bh1ub-ZTCzw,눈이 보고 싶다,814,169,142,0,0,1,0
cSqeGIexEJOPBI1oDHWb28xpddv4BBIsVkg1ntgqD9N1pacB3a_Q3K2N_A,LFT ALL Region,759,245,212,0,0,0,1
CTITvmugwZRrFsXPeyMeki85QNwUaKwBR_Y7M1d1aRDHhSs,토트 무지카,566,255,240,0,0,1,0
CWfQ4YmIo5rKVVtGSwVqwE6mkanHidsmVevgkfopo7alOpMpymTmzxvnrg,Rtea,733,148,101,0,0,0,0
cWNTtuP1TtLnQRsVXbUJq2N_so-rYy-3XE0am5spWzfbPZPP3MoGCFmZDw,성진우 fan,612,221,196,0,0,0,1
CyUWBt53_z7VfuVwBCfS-HOTWaMWFRj_APv00MTxOCbEWlk,코뚱잉,533,524,490,0,0,1,1
cz3zRcU4sN2RYEeg20V-htZyk8PZZrem2SlF2v7d9PxCtAfGF2kRGCcctQ,flauren20061030,525,182,149,0,0,1,0
CzAU6zDbhop8BuVF8xTGBoHyds__14t-46zbIwteTRIm6Mw,악 신,520,128,94,0,0,1,0
d1YdlRXd3x6czjRLETML_TmHRcv0KqJNOx0fFEzY09qCwqQ,Yamang,530,385,365,0,0,1,1
D2SNGY7Rg8niVZA8GvDWMHwBaXN0qWkfVA5yYjDgyRkjEP98Bq0lIu8PIQ,ouoovoqwq,621,245,207,0,0,0,0
d3L-f8DlNxQlc_G0BJm8jLSF0fvmrhqgV9HDD-CUB929oQ,갈과 배 음료,583,230,215,0,0,0,0
daeGjR0ViLi9owUqV3AZaI_QASL5HNK77UztELYWrL4dOo8,초능력특공대 쉔,639,480,455,0,0,1,1
DaPrALcmm_xPpFXqyERrv50XoeZlRsRxb0LYF_cSxhBzcv0,햄쥐의 볼주머니,591,129,105,0,0,1,0
dcgKGpZ-3Cczwv7hMPhvoQAZp_9livc8nfk3t0lbaw3k0apinBjyVyoKXA,cshljkgufghkqe,695,195,159,0,0,1,0
DDX-h9-wZYTRrHGsUcWD5N-BrV-wKHHhqR_r1Z6UW_VIG0LMf3C7HoFmyA,일산전영찬,698,247,220,0,0,0,1
DfjonOQiyyYkAcB8l8nW6s4j0omPq0s-CfPcN4y8d2Y5B5dy4psv4QFIVQ,keai nie,546,221,196,0,0,0,0
DIM4dwg942kto8ks6Z3G84c_TmEoitwoxZJsXM0rPvq8aMw,모르는자이기는법,521,151,117,0,0,1,0
dMQkJdxuf3JJDG6LyMuTFO8IBz929pFzQvm--LnCYN1aCA,ShrimpVicious,724,291,273,1,0,0,0
dnGhMmWZ08eiMdOfACR1PG5MJdS4sb1TtfIPPJeAuFoFDBM,저 높은 곳으로,597,424,408,0,0,1,0
DnWEqmVFQQIgBBboEij0Qf8H_Gl3Ye96xP-DRfdXARQ-CD0f,"08 프로가될래요",586,88,55,0,0,1,0
DPLcF0oqA6QZ__YTDdD8-n5yGp66ZKzbw1BNqcAIJciQq0_aWS4pSxP8oA,limyoona3,542,64,37,0,0,1,1
dtx_6jsUz4i2yLHYywvSxJ6ba-LvUW1p8GP3pshdvs5yNQ,GuDi,475,207,186,0,0,0,0
duxL6uf7H1hi9ZESLL2f5jOSQZxZokY0u_PTjBWfR2xa8CKtFuaRd4hHZQ,누누하면게임안함,579,118,87,0,0,0,0
DYAZmdSZF6-f2AAY6lGyuGGhdpkzeGwtobSoKl9FYqj9wUscer4mzPJGoQ,scyscy0304,541,448,436,0,0,1,0
dYQ38XB9b0A2UBIeDKyZoPK62XKMK9Lyw1x4KUGIHOQt1K5YjXpxmN-OhQ,단국 대표 미드,689,157,131,0,0,1,0
dzm43LkbQY9cXn_rPzV0_kgWgkJwG4RzSufz8QcE2fOkRbAkZ7z7SWjeUw,인생은회전목마야,524,186,169,1,0,0,0
DZV777w3S-jQaiRCMyKcs2NTq4S8Ie3uaAzU7rC2ZyoIxiRoYzPWvu5q-w,싸움독학 제 1장,693,147,117,0,0,1,0
E9Ivt0GGsaQ_B8FFt58-s6GcGoBuymJyfilCivrQjoghRw,Happy Cats,539,397,376,0,0,1,1
EAPyBoTi-rssSy3r5MGwujCWcpV-aKS53k-Qly7VRZHQyNg,깜찍이4,710,174,154,0,0,0,1
EAuNZjM3y82yOpEaPknL-k44WwGVtMw1ge7IkTRnvW0Cug,이건 망나니야,514,199,168,1,0,0,0
EdxeltxqBx86Gf3IFAEXiWGWqwMxHkknJ5Qhhgtz2e6KCDRX1CM3jnFifA,딸기따르트으,562,326,303,1,0,0,0
eE7bEryCqSea8cHswcDVkXkYXt7tGbGssqYGmcIKNaiBlJQ,Seojaewon,589,171,143,0,0,1,1
EexbcapGLMDZfpdQHYDQsPL4PCNru3NvUTyuRKEm8Nsq0o_MtPR8Dm9p7w,EDG Leave7,814,228,209,0,0,1,0
efkU9SqwYuP-VJQmH7eOvZd6F8Fkg5y_Tz8U4TLLbDIPg2v9g1jk2WT8aw,싸이코련,588,207,180,0,0,0,0
EG85o40Th-8SYG2gH2i_zqSZXjrVzZAAXrS4oWBHYwIxOBU,IG NENY,499,207,166,0,0,0,0
eGJ6Zn-GJhFxNMzxzD2L7edyqsiBHBszjm4zdqCDMMl0AGy5d6eiKjyR8g,goshouyu,705,185,138,0,0,1,0
egzzWSsFYpNIvph1UoWfCSYRmUXaxW3TAfoaFUN4GUveBE0,Chancedong,778,227,198,0,0,0,0
eHDWMXYfvRkNmbaPT-KiM--DklrkKYU_3gzSk1KJEtYKsv0,언더덕,613,159,128,0,0,1,0
eHtZLsdj6y-2QXzy8iu_D5EXLZiDQv5kU_hTE8c8874U1Tfr92HwgPlhOQ,zhipengdaole,696,203,174,0,0,0,1
EKcDmOHJ5sfNo0ZzE1wmljrsOCyEUMMOAa_GffBOhBOEU54,DARIKING,796,123,92,0,0,0,0
eKI7oZ_aX33xH132MMZSH_36siUXPKuz7ZJrSWaJrOkIR6D2ZX1Leut9XQ,"9oodyun",513,80,58,0,0,0,1
eoIhINBtly60dly8v6EmODez0qAyTT8DJPp7Gr6b9lvrpfCTlQp26pJVbg,haunch,754,141,101,0,0,0,0
eP26p38mpz47E2-pc7W0FE6at4RyfTP2nPFm4B12p6UFMg,"1243532462",631,194,129,0,0,1,0
epv2ku1IVtpaUmLWihzqzWTcAjNs4NpdFP-QP8ILsHUqT50,zui hao yige ren,735,332,305,0,0,1,0
Es6f0paRlTl18Med9tjJULv-HKYil1gUq22tULm_sjIhRFClHaGgo6BklA,shuidajiao,594,97,70,0,0,0,1
eV0ovTvDPzUhZ_Y-fjNLZEkrT2ERo0ttW6srkg8MngW8QQ,망토와단검,786,449,410,0,0,1,0
EWdv1z2qnnq-Cc5iSeMWSiIteZnobiPPJz3jRIqCwPKu6Smk0w1xIUhVRA,슈퍼왕초딩잼민이,524,339,324,0,0,1,0
eYAKU36WsyxGJRa59GaykIrrEatWXWw0K_Qkaq2dHCzaAD0,실수는실력,539,376,348,0,0,1,1
Eyxa54xLNyrgJw3u7AaqK1ywuFhgGOjppxUHdrZ8_YdS9Ub6Y6vRdYcRSQ,타 잠 의맏형,725,274,229,0,0,0,0
F1KVqpF1foJxHbYlBu48EGaFQNbMYRw3n1bqj2fd-tjdirI,MMCLBK,527,195,160,0,0,1,0
F2fQqLxFUn-y2_dEiLuit-zK32quQnS5BbBmTrNKVbTalfM,애LI 어른이LI,520,83,59,0,0,0,0
F3JLvegmwgPFSwUaHy6R-t4wz6RA3eCT3eoTaF-Au9W4rTDjrjGKH3ScKw,항상 웃는 승민이,602,235,209,0,0,0,0
F4pkNNxd-Zyri5Gt06FKGh4MBEjNNknuxoCjGiwx42KnqWA,Yuumi killer,534,133,110,0,0,1,0
F5P3pNNAFuvQD-LsFrQ7vtBjQyueo96k5Jd0Pi1MwNwXN2I,yitianyit1an,703,160,118,0,0,1,0
F6HDXEuKtNtyyNW64gDhMTTaNlZJjGBAHQbL71LqcwWb-g,Coach 3114,736,236,210,1,0,0,0
F7kAz07Z1kDSN2ttVSISW3aXO1g0XXKo2MqegkBf2NEnlZYnV2lJEbmtnA,This game canwin,760,198,166,0,0,1,0
FatKkq3kQ3bGLOhDGJWytqXeZqMc5gsD9n-Qq6veXU5OVL0,미니2,516,95,70,0,0,0,1
fB3p3qoHEFqQaXt7YMalHn6_R-_9iT7fUOyMZbCQMGNcE-bbhgJjVkv_Ow,oo GG,559,251,190,0,0,0,0
Fbdr3ENaiJc9J_2GIqmrx12DY9abto5afaBon_pQIc-4sWcrSC7CvgcSqQ,밥솥사실분1,578,98,51,0,0,1,0
FDqdqQnzsF5WCHgKv7y7dh8LKsq1C7WzGUMqR8IM6SuePA,조딱구,516,297,239,0,0,0,0
Fe7lFMqBSXx8Pi3F8JACT3uBQYw7EqR2b0zNVDh4MLFo1TE,DK Rahel,697,243,223,0,0,0,0
fERhig6y2-8O_DSbMfOIyQQfykeKFluIN-EfGn7EQFiCYMw,NEED HER,727,180,153,0,0,1,0
Fewx5SUEOlLZucoUTrPB0lgO3Kq1LodClSaJcTimP6UI-sw-usvZ4Bbr8Q,Gen G Namgung,724,168,138,0,0,0,0
Ffz46z_rsfAHbT1aeG2kAKxi4BWEQFVRCjY2ocHyseOLKrQ,눈으로보고피하기,604,484,467,0,0,1,1
fGWqgGqn5s5i0tNFJ_7rMCnTxff733XiU3MpxkJjz2-c3IMnh_hLWJlyiQ,blg chosen1,565,338,322,0,0,1,0
fKiiuNjSdfvhYh3xGqYXaYcoh43LTSmcil-tP8ku4cfxd-pDNMTLc35xlQ,yoyobaby,545,140,91,0,0,1,0
FLIBuk70XE4iBSYJrxy_E6cJfLVbh0PH9uSkYst-N4RbbQ,마장이에요,603,159,134,0,0,0,0
FlRi6pGMIMrlK3bSmLS2fgCzDpuPbzVm3Y4MleSmYa9LrBq3VD-Jov6eHQ,qwer1zcs2asd3,523,154,133,0,0,0,0
FM09b4sU1aI7ibA2I1-fIWcpBoY1oTBzPOZwlCOzlk-ydn0,푸 잰,535,165,141,0,0,0,0
fNbgQSXDdHd4E7AwqiyCAjEhuvxTsI5LL6m2XcdQPsFmGw,조광희,684,123,95,0,0,0,0
fPiE3Z-PnngOzq8LUlc7uXjZ55nzLkHnVXLXK0iip5U5SA,서구  한소희,465,317,268,0,0,1,0
fqKbPdXZPBNXMmxQeL-AIaVATUau8mWXCUa1YmnwTUfefEGtFvyP5n-ebg,Cwooooooooo,603,327,302,0,0,1,0
FrAOcMM3ixdCpk9ufENqgJmLa_m3TVbnvBjQai_79u6292ZfVjGeNkHZbw,윤영진의 문단속,719,215,170,0,0,0,0
FRPxsUauIxu7zC2DT_rhyxqsLUd6K0Aw0jshDM86PfOiOZD401qY2-0ysw,xianyuwang,702,108,82,0,0,1,0
fsG3RuDAob2NlL4B4zA6mHgyaY4euS_Fonnx52hukyws2w,리그오브레전드ll,620,179,153,0,0,0,1
ftPOwYyClIhtnqXcZMuLgX2KBIkMmw0nIKKuLzX375emzHQ,Sereno,550,143,122,0,0,0,0
fULl37HobdvufsLs9xu7dzQtqDk9hhCfxx0kEun_9fR-HzI,밥많이먹는다,825,210,172,0,0,0,1
FuLxUjPB_AUlsr9P13UvxHPArEiG5sQkxmXIRZ1WKA5Pfxw,가면라이더 블루,565,195,171,0,0,0,0
FuujVuq8DJ1yqyyrWh9aqqyG9WgqdsoymlUj9BR8AGSOIDtE,고구마팬케이크,657,290,275,0,0,0,0
FVs2TinHZ3Ne77XZjN9ofwuPv5o2Y2WPFgvOIpDFytPgd2w,Karina167,756,148,111,0,0,1,0
fWKE90OjmSTJrj9enJFztJ2qUi7Ms0F2sKPS76OF5jVBaWQ,Tom Daugherty,702,323,295,0,0,0,0
fYnr8JhInsGcv947ldFGQ9A8mbb1xFy5OMfgJB--KcZJCtK3E9K7N67Knw,hebuleyidian,717,190,152,0,0,0,0
fYPRVDPMHX6jYSK9UZrGBnQ2QWwdGFRhkpojPcUF0gWD3DcAzCAZXTK6Ag,북극성 love,579,554,539,0,0,1,1
FzEBmIsHWdsqUBsyLoXCknqeBJeGrB9qxycdDizPCfiPyjo,rewqq,520,308,259,0,0,1,1
G0frYGWejXYoz4rOFopPetL-zqsG-taUlUv4ojZ7z4nxcyI,칸 나,550,154,131,0,0,0,0
g2ER2Oii-HkNh3bjqkncbqu4_QxfrSwRTCXgQ7HYyAIb0Hc,FA Arad,522,277,258,1,0,0,0
g4YCUjAvFMkIxR5MZUBDNMJ_pVdaATjnNYDSizwCtY7Wx_0,용감한바다의전사,610,389,363,0,0,0,1
G7KbaaOf4OYSUmElaDPFMdyMAFyOFByA_jfwG4Qks01sTDhwMxyW3lQ1lg,핸드맨 성형했다,523,246,225,0,0,1,1
G9SA2yPv1BNMw4mg9E_3p5SHv47w_Oa80nzDt4kT8SV5wmc,limit,643,111,88,0,0,0,0
Ga7ighL07br-LihEAHvHoaVHkuHJmj726mFL_4CYPbn8vtSlRQhwOIye9A,붉은 악마a,618,164,145,0,0,0,0
GDJ5SDbXwdkX34QRRUmcNXjDa4-7H0rno86hjw3VJ1GOajz6FSnTZqkj2w,치킨은 공룡,684,232,179,0,0,0,1
GlXozUmYVMdIWMWhvq2Vzf4-y7mbNexpoR0hyDfGWIGtD3CdxyYhndvVTw,ekkoo,576,248,206,0,0,1,0
gM2rVAGUQRUgwhT2msEw1_d4hp1nzBzp30DnI69W3qKjPA,No longer love,651,221,199,0,0,0,0
GMe3L7YRLGHhPvIssLRGQRLB0o7NwUQX-qU-HOcMhxfOteg,클레드만하는사람,591,276,257,0,0,0,0
GOszXDGDeJA6QIPvld2FC-yTOxcNVShnPXEeoa9uULRfAaEpFULg057Lig,huanhuanshangs,721,278,253,0,0,0,0
gqQnv9orwqjAHt0FnjMiY1FHdw6mjjNC9ePGgTbW6yWABQ,시계왕,665,373,340,1,0,0,1
GRiiZz04czgflkIn28Xoe4L6JtXAqZlHUl3s2MN4f-G4a7M,BRO UmTi,734,86,61,0,0,0,0
GstsQBeZxiUog2BpqXIh0lFYpazodXWlNBkfmDLIk1_EZR4,간다라쿤다,596,151,127,0,0,0,0
h-_S5ktW7lqQ1EXJuVB5T9qNFHfGWqPaUmlHLm9acy7wYD8,DRX Clear,759,136,112,0,0,1,0
h33OuhG1ofKF6SYAGBuUvA1P4gBS7p1a3RCIUWP0F7ag2PjBqonb7SOKFg,bilbili24400071,531,88,63,0,0,1,0
H4sOiRBli0qEkhYc-0n5Kf-UsvQI-oQfhI2IgBz6EauLt_a_HDfIlyh4aA,워워 도현,611,261,242,1,0,0,0
H5H9Qz-Jq6KoNvuQ_HrcXiEHxBmXRzTPzMGzgMV9SsCUgVMmshOAuQQbxw,아이럽우유,593,210,188,1,0,0,0
h7pbrIhtzJcmvdmkcg6ax9liInNZMEoicJAHV5Apfc5yrpU,샌박 엔비,531,91,64,0,0,0,0
H9ctRzK5wALev_Cdapdly8kGykL35dE6mSu04VhveHOzEQ,CHOEM,645,116,89,0,0,0,0
HA5T67pcEkO_uN7oZIUoXiPrP-DkMCNUUJU7Ztvz63qY5xMluIYD82aA4w,육식동물거북이,625,253,221,0,0,0,0
Has_B0eeUKoARgkV9E3hNPm4HWXx0ED0YPj3cK3CCv6pjCPS-oPfjSGoNQ,GukBo,518,259,242,0,0,1,0
hcy8onJ6E3LRuM4Hrybc7WLF3f8mIsygjbuVcO4W_EewGyIHzbsIoW7hCQ,꼬마창코치,734,280,249,0,0,0,1
hECF6sKMEYjQHJmQv075trQQQRlcQ9B89v7tIFJLNCBOObY9h0Bv4VfRJA,포켓몬 트레이너 그린,530,244,116,0,0,0,1
HIz-NFi-T0FraLVKRXdBG5ewzgo8PzmD14vLpFqCARxI49SNnehDfC0vbQ,오희찬,528,112,90,0,0,1,0
hmvbDXgbJjw6cJT16PY8NNapaFgK5aJLdt7pS2phSoYlMok,"1픽보다잘함",522,219,201,0,0,0,0
Hnc1snTmB5IGRyqoTA-hbq0ddqoIlg-bNcQ0vS-Q-YB2VBbU_6GfrBlQKA,Candycan,648,493,463,0,0,1,0
HQFFhWeusv1LtT4piJHYpQfSo-OSd4K4TDtzsHzmwslIFY614dNLos5XlA,쪼꼬미 뚱찬,431,140,113,0,0,1,0
HSs71cKi4f9camUCxOZGedbUTgd9RiUT2cARuoOw3ffv4ZQ,왈람스,613,122,106,0,0,0,0
HW89YXMnytumy1JWGOXkp5YNseow3pf0I4VDoYU8tOzcYhNAVLo4Mcbdag,aiyaiya,592,140,109,0,0,1,0
HXl1nrHBvxfwYVj0MrKnSefYQOEp-VN4MISaXAuI4W8vAZ4,MWNNWM,565,172,137,1,0,0,0
HxMODXS6gEvBbWhcOuTovZX3kSF0cpZSQCtDOK_JvVU0s2I,신입생,523,172,150,0,0,0,0
HXu7k1VY2ff62CwNna98lxznq82zpqCE18Gc86WoluudgEA,니가 깨기 전에,729,165,136,0,0,0,0
HXZIpMe6nTX-U5XBUktFcFPerYYuLGftUp7CnTOfCjE-dqM,자신감이필요해,615,438,411,0,0,1,1
hzwo1UsqC4nodmqBzRCkMGue7WQ_yxO6kUiASewzlt3SsuI,hyun2,543,187,158,0,0,1,0
I1mnhJ4ghTV6RwBs9eYS4mEowIt_e2CMinLA89_xCXV-llqnJDwUcekA7Q,"1997 01 14",557,131,101,0,0,0,0
i6lr38liflVh14ynbzKuMicceC3UO7xcmnl5IbvyvV-uR5E,PRD 뭉쥐,513,219,191,0,0,1,1
I7rWAmE7QGC_or6TDQiNLc4pH3GmMjsg18Q48SmHiIanwgwK,김지용용,601,219,188,0,0,0,1
ia3nVLI27X09TCltU9dRtITUbTvtTg5zTfKLW6-e4Id0w0A,Deft DK,632,172,153,1,0,0,0
IdJ_VZQYfI3cY0QSGclLoU1TchZQRWsNlhIepkZ3JJrv0mM,다이찐,608,105,79,0,0,0,0
IenMByhv-8oymbpmq4TrOjM2V-W40QSPhlqLJU2NEL59uzs,쳐마찌마찌,573,213,178,1,0,0,1
IepwmURI8moMcE98urZ7LAszY97SkmnJ4ChMGOQ61R5KUf4,미안하다했자나,584,113,88,0,0,0,0
IG17tYx9JRBxKphWXmN6yBoSJswZ10cry_Xr7npssH7wLt4,파워업키트,689,403,377,0,0,1,1
IgQTdDhILgU9pfuVZeNNDhmmAzQbjEV-kmMgC2nj3EZBVEw,평정심을 잃지마,545,157,131,0,0,1,0
igvxI-b-DN_JZQHFtnHevc4UbdrfAkJhnVAzFCIwDcqsIrs,cryscata,657,167,142,0,0,0,0
IILJio26XD8FXm5db5Po2-0-xogGRcJcTbak1fQWUYR6xGaEEjgif69j8w,심류슈,681,103,67,0,0,0,1
iKrWos51_Y-AX9LIFYg4SUveupaDupnJ7Oeuy0HTecXLzkk,어쩌라고맞짱뜰까,596,101,74,0,0,1,0
ikTrrtTYZrsbbLsWd-iwqG3d2rja6MUneEXwWsDb_oDsAqYuSmr1QmKRCw,orca1,560,250,220,0,0,1,1
iOTSuOR2Q7CPkrtK49wZhAkjBTqYqo8BTaUmL0EdYNWnyiaeSwNQYX29QQ,NuiTt,552,207,187,0,0,1,0
IpNNzonpKCA1XUPPwsRCMeLznwuLJiBRU5QvOgwMecW-AZGolKA28qoV-Q,즐기시게냅둬,637,184,160,1,0,0,0
ipzAfIdg41pwQjTHARkUnjFjh7t_YBJFUunsCFoVjp4Z0fwTG2ywWdt19A,Strive1,802,199,157,1,0,0,0
iQpNBskNHs2t27Nrm46_gNBgE258q7JSE3JecpuYp6c931Q,hidoiTT,487,241,216,0,0,1,0
Is0zzOeifIw3UYnoSh1f9wujlssX8lP2DmEixhuL5NjSFps,꼬집어,636,290,259,0,0,0,0
iU4dijLQB2nmhMeEx0GBjecmLk8q2Wv1sjE0sIM9O1LLlDKPEkIgT8XTrA,tiancaishaonvjie,513,322,308,0,0,1,0
J4iG0NH3RqG2UfTzKd88-sms21Kmz6WXpZuoMr5kp8gQzeazTB-yXxAHEg,카시는작고소중해,562,114,84,0,0,0,0
j6iAVUfYD-ny196Ps8dq5zeCR0o8MF8K3hFRJP4VCv_ThQ,푸키키키키끼,721,157,129,0,0,0,0
JAClAvTOozM2buLhNlLbal0Oz31D4WeksrFAfSqo1MqfqZQ,사랑하지 않아,739,114,80,0,0,0,0
jCnEclnFXe-6DdE3C81gshzycRnCgVIj3O_qQMH602lzltXqgitmEY_5mg,x1astzefwk,512,95,50,0,0,0,0
JFBjls_xWOETaGmNu8KuuThJEpnd4IotyucI5b8ZbltiAp0,유튜브 뉴달리,611,78,51,0,0,0,0
jgGJia_yZdjxKNcY4ZfJYDQGTOb54PbZbrLmHdnde7vVJwo,괴해신살권,542,385,362,0,0,1,0
jGsDGChq-ER1od7g66axMXwmfseBSpRjh9J-DKkoi-jU7Cg,Crazy Axe,530,193,174,0,0,1,0
JiAgy9FuixTivTKy02mfmtTr1cA9wpDqNVa0IMQarOm5yBA,Seishiro Nagi,649,524,502,1,0,0,0
JJr1pLdhYq4MOuf9F0MiIX7mZ5CVyFFtNMpZnaPlfo0fC-KKO7hqzbkwzg,LSB Diable,744,152,126,0,0,0,0
jjRX8BHNlN2hRSXYQh4msaGC6S_pumgzmrIV0CL9ksnYTtkWrycccJXbuw,niap,491,136,113,1,0,0,0
jJta-Lr1d6LaZDq-w79fW7CdZdg5E2rypefa-tDUbtbJj0sKWpTBozQCqw,지건KING,516,290,265,0,0,1,1
jkhRXZ5hAKrsdRcIfPR5dHGpg-qEkRMK7iBP7SKZDAOiQ2p1IkwLa25drg,HLE 이준민,491,451,435,0,0,0,0
joN_1cJMjlDzcGCQ5ruIbabiynYDhOrRv_591Fs2LW252_uV5xV_P8zAqw,"20050803",519,269,243,0,0,1,0
Jq6QWARy_IQf4AiC8waMjQ06hD_mXI1qZdSqx0issCehLUk,핫초코로세계정복,646,430,384,0,0,1,0
jSe9iBssd1epVvbsm0jtCclixlUcd9nNjAx3P7q-GHIDtNU,thx u next,667,126,101,0,0,0,0
JsgNkZ7XpY6oOoMnslEr39yu4L_b81aBPnaURwq5-jD7b8GJ-cKOqgMZrw,"2000 years",780,153,121,0,0,0,0
jTYMd3WNYa5P8b3ZGHNnGO_ANReTsH9ueYAnB7Z2pY79lr3tXteykvK-cQ,Bljou,682,226,200,1,0,0,0
JW_uYW8pVSzieY9W2BOKs5kGLHxsM0ARx5oy8bJ87wdRESI,호잇이,749,203,184,0,0,0,1
jwECFgaRuQmjqooV5J3bH6Q-wDRgQ6kGX_YdTINQe8vLMQ,작 살 킹,525,165,142,0,0,1,1
jWnsQpK9YmEmLEBCdUs9DJL6iieINVO-GZrD63q621qxNtc,애니비아안한다,547,143,111,0,0,0,0
JXxBUGsPXIHZUjtx4jf-9CwYiBTAtyXJf2qhxjzp25qz3IA,Daopa,813,153,110,0,0,0,0
jY8H4mVXekbjeQY-4GHHWjIWOIXjakApNT5NUzxEC-MIme3yuP8nC9dU4w,인생은김한기처럼,633,85,68,0,0,0,0
JyCkhuy81WxbNW3mbOjtzhk6qxnGRp9OUNmL5stcHy7VL4M,방 원,539,200,178,0,0,1,0
k_DcqOqnPhzPXa-R0nqTa54qO-7Nyap9b_sD-T9e4nv_Qys,Youth DK,648,259,200,0,0,1,1
K-5InEXVlzv21siPys-JPyw1NyUTdhhWLP3Uln867G1dbZg,숟인데요,493,52,31,0,0,1,0
k1xMrb-HnWGbIXqg2z-XPzIHFYbTSMF6zxyPZ_OPbuJtnOwox7L5r7pNQA,스팸에 쌀밥한장,524,89,59,0,0,1,1
k3o_DRHOcqvPDj5tOkHmxzoL5DKvDVEoomfQ7vlOjCpUE6rqNOvgC4NCZw,"04DayeKING",781,243,201,0,0,1,1
kCPWrat2gLvDEzI5aoLJhJSjS8AVoCBtqdnk3kodTw4B-myf4rakqA0z9w,경자고 김우민,682,110,88,1,0,0,0
kdWfNxBGQxo-SvsMPZ6OXY3exeS9B64FxIDDwB0BU_EKkEo,SLOW Shiba64,682,72,42,0,0,0,1
kHwB0TU4yNDlG_1JEw_x5yoohJ5knmiJTJHU3IA0BeKQe7Y,Sugar Baby1,547,125,95,0,0,0,0
kij2lBCXbnsWY-fV2fp-XD9KAKOVeLxVkL93b7fQwVuEGUxwleXzzd0OEA,민투덜,675,174,142,0,0,0,0
kjcCcL5DQLD2I9yqvEn4jhLuDfb7_XlJULrNeL3lkvNXeUg,진으로 뭘못하나,521,226,210,0,0,1,1
klL4rEn7mpK9u5ZLUUxt70hNWFR0ISkgPSqJAHghsFKiL3Q,qwerzxvcasd,817,165,128,0,0,0,0
KNUc02htN8tEtjRiePBCYp_6PmAIJ7Wx9Ir8qxcp_D6YA5Q,파지다,550,171,142,0,0,0,0
kP9N1nwH2PM_wgsO06DMYmDWzx_Js7_tZLe4zQbFxu0NO7c,쿠자니,652,122,93,0,0,0,0
krhxZ8_0ORY-QwIacWGCwtIoLoslUe_91JFzqvW1bVyiERo,홍시연시단감,513,284,268,0,0,1,1
KrMy4uEAdXl7LwiSVY4hl6C-aITu-U85Cc7A_25xJMvHgw,GG River,568,211,187,1,0,0,0
kSdvCyOuSTxs36-wGoUSTVyJMapwgbw9_FTlPahJAHQwY5w,케이팝스타 윤완,515,297,266,0,0,1,0
KSmEf7zE3v8WV8c-ZvaTyfcibsPEBWBb4QdQaXPlseeZBmk,연패 후 연승,515,335,324,0,0,0,0
kTN2Z3K7OqIv_WZRUk9DYeb4dMcqWCPkQba2c0YUkiO0jiA,NDNC,515,327,305,1,0,0,0
kTsC6Vw2aztMzJtlgfAoovUNorA2SA9_CPxJ8yPBplUfoFUjkG31Ozj4zw,lIlIlIlIllIIIlI,720,176,153,0,0,1,0
KuIi1igV3p5uzhE0KqLyC42HnLgZIQ9S0i5HqI-M9ym34G0,XXHBD1,551,427,414,0,0,0,0
KupNieznZnXIJsGNcG1QoT8NMKOWjCnVt3fY2GtR9BEpl9U,NS HH,644,186,163,0,0,0,0
KxV9FnWTji8VNa-R5jGkoV6aB4vA53Gj26V4CZMqjnBKPJU,꺾여가는 마음,779,268,234,0,0,0,0
kyhhDofZSYoEbbX9wJGwRW1sja66sf3YEWBKpqrKUQuKgDLh1Dcjf3TF4w,xycj,695,149,126,0,0,0,0
kYWhYRB42b6HsXLDAX9E4x1vxUW9BSE_l6WhTTDdb6ddzQnsaJQnvHuc9A,kxmrg,517,291,268,0,0,1,0
L0pqj2_N7L6MqKPtVNwkWNVWjDuONE6sZ2DR27F8nQMocVgM0c69kvYN0g,FERRARI 296GTS,520,118,69,0,0,1,1
l1eKkKMeb47xDqxndaHLDozLd8dhPPQdS5u5qS9nvxgc9U0,Caitan,632,117,77,0,0,1,1
L3yTZKI7RgNDGTi5cf6O_2Y98rKL14Yk075Eq8mwXuj-6vQ,믿어핑,549,323,296,0,0,0,0
l5TOlofgwRS3uJsFQxof2Nkp2NzOR2CRa25gyprvKOBqzYY,yaF,715,274,217,0,0,0,0
L7b9Cln9weK7GNb_BCjGD-BEYUL8Z1_CF9L0ZV48Tatm4y8,KFC에서의 맹세,528,175,153,0,0,0,0
L7mwftf4wQUsLrqa6tppZg7-ikmeyt2dydi3eVxZVFzoJgo,코알라우는중,708,309,278,1,0,0,0
LcqMSLg-XEBCZRrEtdBNHE_5bSk_yCDqQpKYEHVF9yw1_qs,TagliatelIe,660,254,216,0,0,0,0
lFcupB9deFtZcHZEwF8TTjxbnE-BS6xnlcb0G3vqYAg-7Ts,자넨바,521,146,122,0,0,1,1
LhJps5wVdLkSqIjsqKExxEG5IysB5SU4kr0TFpsVkWkR9yM,dfdsfgdsfsdga,591,422,390,0,0,0,0
LiljKZnf8DyxwgBNzEuaPcpOmvRt8RTbuOjzrhGk-WkNUGA,재 준,527,183,162,0,0,0,1
