,item_id,item_name,item_desc,item_icon,item_plaintext,item_totalgold,item_basegold
77,3011,화학공학 부패기,<mainText><stats>주문력 <attention>40</attention><br>체력 회복 및 보호막 <attention>8%</attention><br>기본 마나 재생 <attention>100%</attention><br>스킬 가속 <attention>15</attention></stats><br><li><passive>버섯 독소:</passive> 챔피언에게 피해를 입히면 3초 동안 <status>40%의 고통스러운 상처</status>를 남깁니다.<br><br><rules><status>고통스러운 상처</status>는 치유 및 회복 효과를 감소시킵니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3011.png,,2300,700
78,3020,마법사의 신발,<mainText><stats>마법 관통력 <attention>18</attention><br>이동 속도 <attention>45</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3020.png,이동 속도와 마법 피해량이 증가합니다.,1100,800
79,3024,얼음 방패,<mainText><stats>방어력 <attention>20</attention><br>마나 <attention>250</attention><br>스킬 가속 <attention>10</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3024.png,방어력과 재사용 대기시간 감소율이 증가합니다.,900,250
80,3026,수호 천사,"<mainText><stats>공격력 <attention>45</attention><br>방어력 <attention>40</attention></stats><br><li><passive>구원의 은총:</passive> 치명적인 피해를 입으면 4초 동안 경직에 걸린 다음 <healing>기본 체력의 50%</healing>, <scaleMana>최대 마나의 30%</scaleMana>를 회복합니다. (재사용 대기시간 300초)</mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3026.png,주기적으로 챔피언 사망 시 부활시켜 줍니다.,3000,150
81,3031,무한의 대검,<mainText><stats>공격력 <attention>70</attention><br>치명타 확률 <attention>20%</attention></stats><br><li><passive>완벽:</passive> 치명타 확률이 40% 이상일 경우 치명타 피해량이 35% 증가합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3031.png,치명타 확률이 대폭 증가합니다.,3400,625
82,3033,필멸자의 운명,<mainText><stats>공격력 <attention>35</attention><br>방어구 관통력 <attention>30%</attention><br>치명타 확률 <attention>20%</attention></stats><br><li><passive>패혈증:</passive> 적 챔피언에게 물리 피해를 입히면 3초 동안 <status>40%의 고통스러운 상처</status>를 남깁니다.<br><br><rules><status>고통스러운 상처</status>는 치유 및 회복 효과를 감소시킵니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3033.png,체력 회복력과 방어력이 뛰어난 적에게 효과적입니다.,3000,150
83,3035,최후의 속삭임,<mainText><stats>공격력 <attention>20</attention><br>방어구 관통력 <attention>18%</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3035.png,방어력이 뛰어난 적에게 효과적입니다.,1450,750
84,3036,도미닉 경의 인사,<mainText><stats>공격력 <attention>35</attention><br>치명타 확률 <attention>20%</attention><br>방어구 관통력 <attention>30%</attention></stats><br><li><passive>거인 학살자:</passive> 자신보다 최대 체력이 높은 적 챔피언에게 추가 물리 피해를 입힙니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3036.png,체력과 방어력이 뛰어난 적에게 효과적입니다.,3000,950
85,3040,대천사의 포옹,<mainText><stats>주문력 <attention>70</attention><br>마나 <attention>860</attention><br>체력 <attention>200</attention><br>스킬 가속 <attention>10</attention></stats><br><li><passive>경탄:</passive> 마나에 따라 주문력을 얻습니다.<li><passive>생명선:</passive> 체력이 30% 밑으로 떨어질 만큼 피해를 입으면 현재 마나에 비례해 보호막을 얻습니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3040.png,,3000,3000
86,3041,메자이의 영혼약탈자,"<mainText><stats>주문력 <attention>20</attention><br>체력 <attention>100</attention></stats><br><li><passive>영광:</passive> 적 챔피언을 처치할 때마다 중첩 4회, 어시스트를 올릴 때마다 중첩 2회가 쌓입니다. 최대 25회까지 쌓을 수 있으며 사망 시 중첩 10회가 사라집니다.<li><passive>두려움:</passive> <passive>영광</passive> 중첩 하나당 <scaleAP>주문력을 5</scaleAP> 얻습니다. 10중첩 이상일 때 <speed>이동 속도가 10%</speed> 상승합니다.<br><br><rules>획득한 <passive>영광</passive> 중첩은 이 아이템과 <rarityGeneric>암흑의 인장</rarityGeneric>에 모두 적용됩니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3041.png,"챔피언을 처치하거나 어시스트를 올릴 경우, 주문력이 오릅니다.",1600,1250
87,3042,무라마나,<mainText><stats>공격력 <attention>35</attention><br>마나 <attention>860</attention><br>스킬 가속 <attention>15</attention></stats><br><li><passive>경탄:</passive> 마나에 따라 추가 공격력을 얻습니다. <li><passive>충격:</passive> 기본 공격으로 챔피언에게 추가 물리 피해를 입힙니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3042.png,,3000,3000
88,3044,탐식의 망치,<mainText><stats>공격력 <attention>15</attention><br>체력 <attention>200</attention></stats><br><li><passive>완강:</passive> 챔피언에게 물리 피해를 입히면 일정 시간 동안 체력을 회복합니다.<br><br><rules>원거리 챔피언의 경우 회복량이 감소합니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3044.png,적을 공격하거나 처치하면 이동 속도가 잠시 상승합니다.,1100,350
89,3046,유령 무희,<mainText><stats>공격력 <attention>20</attention><br>공격 속도 <attention>25%</attention><br>치명타 확률 <attention>20%</attention><br>이동 속도 <attention>7%</attention></stats><br><li><passive>망령의 왈츠:</passive> 기본 공격을 가하면 <status>유체화</status> 상태가 되어 이동 속도가 중첩되어 상승합니다. 또한 기본 공격을 4회 가하면 망령의 왈츠 효과가 공격 속도를 상승시킵니다.<br><br><rules><status>유체화</status> 상태인 유닛은 다른 유닛과 충돌하지 않습니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3046.png,적을 공격할 때 더 빠르게 움직이며 체력이 낮으면 보호막이 생성됩니다.,2600,850
90,3047,판금 장화,<mainText><stats>방어력 <attention>20</attention><br>이동 속도 <attention>45</attention></stats><br><li>기본 공격으로 받는 피해량이 12% 감소합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3047.png,"이동 속도가 증가하고, 적에게 받는 기본 공격의 피해가 줄어듭니다.",1100,500
91,3050,지크의 융합,<mainText><stats>체력 <attention>250</attention><br>방어력 <attention>35</attention><br>마나 <attention>250</attention><br>스킬 가속 <attention>20</attention></stats><br><br><active>사용 시 -</active> <active>전도체:</active> 한 명을 <attention>동료</attention>로 지정합니다.<br><li><passive>융합:</passive> 적을 <status>이동 불가</status> 상태로 만들면 <attention>동료</attention>의 기본 공격과 스킬이 해당 적에게 추가 피해를 입힙니다.<br><br><rules>지크의 융합 결속은 한 번에 하나만 가능합니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3050.png,궁극기 사용 시 아군 한 명과 함께 추가 효과를 받습니다.,2400,700
92,3051,온기가 필요한 자의 도끼,<mainText><stats>공격력 <attention>15</attention><br>공격 속도 <attention>15%</attention></stats><br><li><passive>민첩:</passive> 유닛을 공격하면 이동 속도가 상승합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3051.png,,1000,350
93,3053,스테락의 도전,<mainText><stats>체력 <attention>400</attention></stats><br><li><passive>잡아채는 발톱:</passive> 기본 공격력을 추가 공격력으로 얻습니다.<li><passive>생명선:</passive> 체력이 30% 밑으로 떨어질 만큼 피해를 입으면 보호막을 얻습니다. 보호막 피해 흡수량은 점차 감소합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3053.png,대량의 피해를 보호막으로 막아줍니다.,3100,725
94,3057,광휘의 검,<mainText><stats></stats><li><passive>주문 검:</passive> 스킬을 사용하고 나면 다음 기본 공격 시 추가 피해를 입힙니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3057.png,스킬 공격 다음 공격에 추가 피해가 적용됩니다.,700,700
95,3065,정령의 형상,<mainText><stats>체력 <attention>450</attention><br>마법 저항력 <attention>50</attention><br>스킬 가속 <attention>10</attention><br>기본 체력 재생 <attention>100%</attention></stats><br><li><passive>무한한 활력:</passive> 자신이 받는 모든 체력 회복 및 보호막 효과가 증가합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3065.png,체력이 오르며 치유 효과가 커집니다.,2900,850
96,3066,비상의 월갑,<mainText><stats>체력 <attention>150</attention></stats><br><li><passive>비행:</passive> <speed>이동 속도가 5%</speed> 상승합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3066.png,,800,400
97,3067,점화석,<mainText><stats>체력 <attention>200</attention><br>스킬 가속 <attention>10</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3067.png,체력과 재사용 대기시간 감소량이 증가합니다.,800,400
98,3068,태양불꽃 방패,<mainText><stats>체력 <attention>500</attention><br>방어력 <attention>50</attention></stats><br><li><passive>불사르기:</passive> 피해를 받거나 입히면 주변 적들에게 3초 동안 초당 <magicDamage>(15+ 최대 체력의 1.75%)의 마법 피해</magicDamage>를 입힙니다. (미니언 대상 25%) 챔피언이나 에픽 몬스터에게 이 효과로 피해를 입히면 중첩이 1회 쌓여 다음 <passive>불사르기</passive> 피해량이 5초 동안 10% 증가합니다. (최대 6회 중첩)<br></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3068.png,방어력이 높고 주변 적에게 지속적으로 피해를 입힙니다. 적을 이동 불가 상태로 만들면 화염을 방출해 피해를 입힙니다.,2700,900
99,3070,여신의 눈물,<mainText><stats>마나 <attention>240</attention></stats><br><li><passive>집중:</passive> 기본 공격 시 미니언에게 추가 물리 피해를 입힙니다.<li><passive>마나 충전:</passive> 대상에게 스킬을 적중시키면 중첩을 하나 소모해 <scaleMana>3의 추가 마나</scaleMana>를 얻습니다. 챔피언 대상으로는 두 배로 적용됩니다. 추가 마나는 최대 360까지 얻을 수 있습니다.<br><br><rules>8초마다 새로운 <passive>마나 충전</passive> 중첩을 얻습니다. (최대 4)</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3070.png,마나를 소모하면 최대 마나량이 증가합니다.,400,400
100,3071,칠흑의 양날 도끼,<mainText><stats>공격력 <attention>50</attention><br>체력 <attention>400</attention><br>스킬 가속 <attention>30</attention></stats><br><li><passive>깎아내기:</passive> 챔피언에게 물리 피해를 입히면 방어력을 감소시키는 중첩을 1회 적용합니다.<li><passive>분노:</passive> 챔피언에게 물리 피해를 입히면 적용된 <unique>깎아내기</unique> 중첩만큼 이동 속도가 상승합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3071.png,적 챔피언에게 물리 피해를 입히면 적의 방어력이 감소합니다.,3100,850
101,3072,피바라기,<mainText><stats>공격력 <attention>55</attention><br>치명타 확률 <attention>20%</attention><br>생명력 흡수 <attention>15%</attention></stats><br><li><passive>영액의 보호막:</passive> 기본 공격으로 최대 체력 이상 생명력 흡수가 가능합니다. 체력 회복 초과분은 보호막으로 전환되며 피해를 주거나 입지 않으면 서서히 사라집니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3072.png,"공격력 및 생명력 흡수가 증가하며, 생명력 흡수가 최대 체력 이상으로 가능해집니다.",3200,400
102,3074,굶주린 히드라,"<mainText><stats>공격력 <attention>65</attention><br>스킬 가속 <attention>25</attention><br>생명력 흡수 <attention>10%</attention></stats><br><li><passive>쪼개기:</passive> 기본 공격과 스킬 사용 시 주변 적들에게 물리 피해를 입힙니다.<br><li><passive>육식:</passive> 미니언을 처치할 때마다 공격력을 획득하고 챔피언, 대형 몬스터, 공성 미니언 처치 시 2배 획득합니다. 사망 시 중첩의 60%만큼 잃습니다.<br><br></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3074.png,근접 공격으로 주변의 적에게 피해를 주면 체력이 회복됩니다. ,3400,200
103,3075,가시 갑옷,"<mainText><stats>체력 <attention>350</attention><br>방어력 <attention>70</attention></stats><br><li><passive>가시:</passive> 기본 공격에 맞으면 공격한 적에게 피해를 입히고, 대상이 챔피언일 경우 <status>40%</status>의 고통스러운 상처를 남깁니다.<br><br><rules><status>고통스러운 상처</status>는 치유 및 회복 효과를 감소시킵니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3075.png,,2700,1000
104,3076,덤불 조끼,"<mainText><stats>방어력 <attention>30</attention></stats><br><li><passive>가시:</passive> 기본 공격에 맞으면 공격한 적에게 피해를 입히고, 대상이 챔피언일 경우 40%의 고통스러운 상처를 남깁니다.<br><br><rules><status>고통스러운 상처</status>는 치유 및 회복 효과를 감소시킵니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3076.png,,800,200
105,3077,티아맷,<mainText><stats>공격력 <attention>25</attention></stats><br><li><passive>쪼개기:</passive> 기본 공격 시 주변 적들에게 물리 피해를 입힙니다. <br><br>구조물에는 쪼개기가 발동되지 않습니다.<br><br>아이템 성능은 근접 챔피언과 원거리 챔피언에게 각각 다르게 적용됩니다.<br></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3077.png,주변 적에게 근접 피해를 입힙니다.,1200,325
106,3078,삼위일체,"<mainText><stats>공격력 <attention>35</attention><br>공격 속도 <attention>30%</attention><br>체력 <attention>300</attention><br>스킬 가속 <attention>20</attention></stats><br><li><passive>삼중 공격:</passive> 기본 공격 시 이동 속도가 상승합니다. 대상이 챔피언일 경우 기본 공격력이 증가하며, 이 효과는 중첩됩니다.<li><passive>주문 검:</passive> 스킬을 사용하고 나면 다음 기본 공격 시 추가 피해를 입힙니다.<br><br><rarityMythic>신화급 기본 지속 효과:</rarityMythic> 다른 모든 <rarityLegendary>전설급</rarityLegendary> 아이템에 공격력, 스킬 가속 및 이동 속도.</mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3078.png,취급주의: 이 아이템만 갖추면 '엄청난 피해'를 줄 수 있죠...,3333,833
107,3082,파수꾼의 갑옷,<mainText><stats>방어력 <attention>40</attention></stats><br><li><passive>견고:</passive> 기본 공격으로 받는 피해량이 감소합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3082.png,,1000,400
108,3083,워모그의 갑옷,"<mainText><stats>체력 <attention>800</attention><br>스킬 가속 <attention>10</attention><br>기본 체력 재생 <attention>200%</attention></stats><br><li><passive>워모그의 심장:</passive> 추가 체력이 1100 이상일 때, 6초 동안 피해를 입지 않으면 매초 체력을 회복합니다.</mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3083.png,체력과 체력 재생량이 대폭 상승합니다.,3000,500
109,3084,강철심장,<mainText><stats>체력 <attention>800</attention><br>기본 체력 재생 <attention>200%</attention><br>스킬 가속 <attention>20</attention></stats><br><li><passive>거인의 흡수:</passive> 700의 사거리 내에 있는 챔피언을 상대로 3초 동안 강력한 공격을 충전합니다. 충전된 공격은 대상에게 125+최대 체력의 <scalehealth>6%</scalehealth>에 해당하는 추가 물리 피해를 입히고 피해량의 10%만큼 최대 체력을 얻습니다. 대상별 재사용 대기시간은 30초입니다.<br><br><rarityMythic>신화급 기본 지속 효과:</rarityMythic> 다른 모든 <rarityLegendary>전설급</rarityLegendary> 아이템에 체력이 <attention>1%</attention> 증가하고 챔피언이 <attention>6%</attention> 거대해집니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3084.png,적을 처치하거나 어시스트를 올리면 체력이 회복됩니다.,3200,700
110,3085,루난의 허리케인,<mainText><stats>공격 속도 <attention>45%</attention><br>치명타 확률 <attention>20%</attention><br>이동 속도 <attention>7%</attention></stats><br><li><passive>바람의 분노:</passive> 기본 공격 시 대상 주변 최대 2명의 적에게 작은 탄환을 발사합니다. 이 탄환에는 치명타 및 적중 시 효과가 적용됩니다.<br><br><rules>원거리 챔피언 전용 아이템입니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3085.png,원거리 공격 시 주변의 적들에게 두 발의 탄환을 발사합니다.,2600,950
111,3086,열정의 검,<mainText><stats>공격 속도 <attention>18%</attention><br>치명타 확률 <attention>15%</attention></stats><br><li><passive>열광:</passive> <speed>이동 속도가 7%</speed> 상승합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3086.png,"치명타 확률, 이동 속도와 공격 속도가 약간 상승합니다.",1050,150
112,3089,라바돈의 죽음모자,<mainText><stats>주문력 <attention>120</attention></stats><br><li><passive>신비한 작품:</passive> 총 <scaleAP>주문력이 35%</scaleAP> 증가합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3089.png,주문력이 대폭 상승합니다.,3600,1100
113,3091,마법사의 최후,<mainText><stats>공격력 <attention>40</attention><br>공격 속도 <attention>40%</attention><br>마법 저항력 <attention>40</attention></stats><br><li><passive>난투:</passive> 기본 공격 적중 시 마법 피해를 입히고 이동 속도가 상승합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3091.png,마법 피해를 견디고 체력을 회복합니다.,3100,775
114,3094,고속 연사포,<mainText><stats>공격 속도 <attention>35%</attention><br>치명타 확률 <attention>20%</attention><br>이동 속도 <attention>7%</attention></stats><br><li><passive>충전 상태:</passive> 이동하거나 공격하면 충전 상태로 공격할 수 있습니다.<li><passive>저격수:</passive> 충전 상태로 공격 시 추가 피해를 입히며 사거리가 증가합니다.<br><br><rules>사거리는 최대 150유닛 거리까지만 증가할 수 있습니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3094.png,이동하며 완전히 충전하면 강력한 일격을 발사합니다.,2500,750
115,3095,폭풍갈퀴,<mainText><stats>공격력 <attention>45</attention><br>공격 속도 <attention>15%</attention><br>치명타 확률 <attention>20%</attention></stats><br><li><passive>충전 상태:</passive> 이동하거나 공격하면 충전 상태로 공격할 수 있습니다.<li><passive>마비:</passive> 충전 상태로 공격 시 추가 마법 피해를 입힙니다. 충전 효과로 적을 둔화시킵니다.<br></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3095.png,다른 충전 효과를 크게 강화시킵니다.,2700,100
116,3100,리치베인,<mainText><stats>주문력 <attention>75</attention><br>스킬 가속 <attention>15</attention><br>이동 속도 <attention>8%</attention></stats><br><li><passive>주문 검:</passive> 스킬을 사용하고 나면 다음 기본 공격 시 추가 마법 피해를 입힙니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3100.png,스킬 공격 다음 공격에 추가 피해가 적용됩니다.,3000,550
117,3102,밴시의 장막,<mainText><stats>주문력 <attention>80</attention><br>마법 저항력 <attention>45</attention><br>스킬 가속 <attention>10</attention></stats><br><li><passive>무효화:</passive> 적의 다음 스킬을 막아 주는 주문 방어막을 생성합니다.<br><br><rules>효과가 다시 활성화되기 전에 챔피언으로부터 피해를 입으면 재사용 대기시간이 초기화됩니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3102.png,주기적으로 적 스킬 공격을 막아줍니다.,2600,700
118,3105,군단의 방패,<mainText><stats>방어력 <attention>30</attention><br>마법 저항력 <attention>30</attention><br>스킬 가속 <attention>10</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3105.png,방어력과 마법 저항력이 증가합니다.,1200,450
119,3107,구원,<mainText><stats>체력 회복 및 보호막 <attention>16%</attention><br>체력 <attention>200</attention><br>스킬 가속 <attention>15</attention><br>기본 마나 재생 <attention>100%</attention></stats><br><br><active>사용 시 -</active> <active>중재:</active> 거리 안의 위치를 지정합니다. 2.5초 후 빛을 한 줄기 불러와 아군의 체력을 회복시키고 적 챔피언에게 피해를 입힙니다.<br><br><rules>죽은 상태로도 사용할 수 있습니다. 대상이 최근 다른 챔피언의 <active>중재</active> 효과를 받은 경우 효과가 50% 감소합니다. 레벨 비례 효과는 아군의 레벨에 따라 상승합니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3107.png,활성화하면 주변 지역의 아군을 회복시키고 적에게는 피해를 입힙니다.,2300,700
120,3108,악마의 마법서,<mainText><stats>주문력 <attention>35</attention><br>스킬 가속 <attention>10</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3108.png,주문력과 재사용 대기시간 감소율이 증가합니다.,900,465
121,3109,기사의 맹세,<mainText><stats>체력 <attention>400</attention><br>스킬 가속 <attention>20</attention><br>기본 체력 재생 <attention>200%</attention></stats><br><br><active>사용 시 -</active> <active>맹세:</active> <attention>보호</attention>할 아군을 대상으로 지정합니다.<br><li><passive>희생:</passive> <attention>보호</attention> 중인 아군이 근처에 있으면 아군이 입는 피해량을 대신 입고 <attention>보호</attention> 중인 아군이 챔피언에게 가하는 피해량에 비례해 체력을 회복합니다.<br></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3109.png,동료를 지정해 서로를 보호합니다.,2300,400
122,3110,얼어붙은 심장,<mainText><stats>방어력 <attention>90</attention><br>마나 <attention>400</attention><br>스킬 가속 <attention>20</attention></stats><br><li><passive>혹한의 포옹:</passive> 주변 적의 <attackSpeed>공격 속도</attackSpeed>를 감소시킵니다.<li><passive>견고:</passive> 기본 공격으로 받는 피해량이 감소합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3110.png,"방어력이 대폭 증가하고, 적의 기본 공격이 느려집니다.",2700,800
123,3111,헤르메스의 발걸음,"<mainText><stats>마법 저항력 <attention>25</attention><br>이동 속도 <attention>45</attention><br>강인함 <attention>30%</attention></stats><br><br><rules>강인함이 증가해 <status>기절</status>, <status>둔화</status>, <status>도발</status>, <status>공포</status>, <status>침묵</status>, <status>실명</status>, <status>변이</status> 및 <status>이동 불가</status> 효과의 지속시간이 감소합니다. <status>공중에 뜨거나</status> <status>제압</status> 당했을 때는 효과가 없습니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3111.png,"이동 속도가 증가하고, 방해 효과의 지속시간이 줄어듭니다.",1100,350
124,3112,수호자의 보주,<mainText><stats>주문력 <attention>50</attention><br>체력 <attention>150</attention></stats><br><li><passive>회복:</passive> 일정 시간 동안 마나를 회복합니다. 마나를 회복할 수 없을 때는 대신 체력을 회복합니다.<li><passive>전설급:</passive> 이 아이템은 <rarityLegendary>전설급</rarityLegendary> 아이템으로 간주됩니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3112.png,마법사에게 특화된 시작 아이템입니다.,950,950
125,3113,에테르 환영,<mainText><stats>주문력 <attention>30</attention></stats><br><li><passive>활공:</passive> <speed>이동 속도가 5%</speed> 상승합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3113.png,주문력과 이동 속도를 높여줍니다.,850,415
126,3114,금지된 우상,<mainText><stats>기본 마나 재생 <attention>50%</attention><br>체력 회복 및 보호막 <attention>8%</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3114.png,"회복 및 보호막 효과, 마나 재생량, 재사용 대기시간 감소량이 증가합니다.",800,550
127,3115,내셔의 이빨,<mainText><stats>주문력 <attention>100</attention><br>공격 속도 <attention>50%</attention><br>스킬 가속 <attention>15</attention></stats><br><li><passive>이케시아의 이빨:</passive> 기본 공격 시 마법 피해(<OnHit>적중 시</OnHit> )를 입힙니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3115.png,"공격 속도, 주문력, 재사용 대기시간 감소율이 증가합니다.",3200,450
128,3116,라일라이의 수정홀,<mainText><stats>주문력 <attention>75</attention><br>체력 <attention>400</attention></stats><br><li><passive>서리:</passive> 스킬로 적에게 피해를 입히면 <status>둔화</status>시킵니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3116.png,스킬 및 마법 피해를 입히면 적이 둔화에 걸립니다.,2600,415
129,3117,기동력의 장화,<mainText><stats></stats>이동 속도 <attention>25</attention> <li>5초 동안 전투에서 벗어나 있으면 이동 속도가 <attention>115</attention> 상승합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3117.png,전투에서 벗어나 있을 때는 이동 속도가 대폭 상승합니다.,1000,700
130,3119,혹한의 손길,<mainText><stats>체력 <attention>400</attention><br>마나 <attention>500</attention><br>스킬 가속 <attention>15</attention></stats><br><li><passive>경탄:</passive> <scaleHealth>총 마나만큼 체력</scaleHealth>을 추가로 얻습니다.<li><passive>마나 충전:</passive> 대상에게 스킬 또는 기본 공격을 적중시키면 중첩을 하나 소모해 <scaleMana>3의 추가 마나</scaleMana>를 얻습니다. 챔피언 대상으로는 두 배로 적용됩니다. 추가 마나가 최대치인 360에 도달하면 <rarityLegendary>종말의 겨울</rarityLegendary>로 변합니다.<br><br><rules>8초마다 새로운 <passive>마나 충전</passive> 중첩을 얻습니다. (최대 4)</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3119.png,,2600,1000
131,3121,종말의 겨울,<mainText><stats>체력 <attention>400</attention><br>마나 <attention>860</attention><br>스킬 가속 <attention>15</attention></stats><li><passive>경탄:</passive> 마나에 따라 추가 체력을 얻습니다.<li><passive>불변:</passive> 적 챔피언을 <status>이동 불가</status> 또는 <status>둔화</status> 상태로 만들면 마나를 소모해 보호막을 얻습니다. 근처에 적이 둘 이상 있으면 보호막의 피해 흡수량이 증가합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3121.png,,2700,2700
132,3123,처형인의 대검,<mainText><stats>공격력 <attention>15</attention></stats><br><li><passive>뽑아 찢기:</passive> 챔피언에게 물리 피해를 입히면 3초 동안 <status>40%의 고통스러운 상처</status>를 남깁니다. <br><br><rules><status>고통스러운 상처</status>는 치유 및 회복 효과를 감소시킵니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3123.png,회복력이 뛰어난 적에게 효과적입니다.,800,450
133,3124,구인수의 격노검,<mainText><stats>공격 속도 <attention>45%</attention><br>치명타 확률 <attention>20%</attention></stats><br><li><passive>분노:</passive> 치명타 확률이 <OnHit>적중 시</OnHit> 의 피해량으로 전환됩니다. 치명타 확률 20%당 <physicalDamage>40</physicalDamage>의 피해(<OnHit>적중 시</OnHit> )를 입힙니다.<li><passive>들끓는 일격:</passive> 세 번째 기본 공격을 가할 때마다 적중 시 효과가 두 번 적용됩니다.<br><br><rules>치명타 확률이 100%가 되면 <passive>분노</passive> 효과가 최대가 됩니다. <passive>분노</passive>의 적중 시 피해량은 치명타 피해량 관련 능력치에 따라 증가합니다. </rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3124.png,,2600,900
134,3133,콜필드의 전투 망치,<mainText><stats>공격력 <attention>25</attention><br>스킬 가속 <attention>10</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3133.png,공격력과 재사용 대기시간 감소율이 증가합니다.,1100,400
135,3134,톱날 단검,<mainText><stats>공격력 <attention>30</attention></stats><br><li><passive>도려내기:</passive> <scaleLethality>물리 관통력이 10</scaleLethality> 증가합니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3134.png,공격력과 물리 관통력이 증가합니다.,1100,400
